NM_MUNICIPIO_PROPRIEDADE;SG_UF_PROPRIEDADE;NM_CULTURA_GLOBAL;NR_AREA_TOTAL;NR_PRODUTIVIDADE_ESTIMADA;NR_PRODUTIVIDADE_SEGURADA;NivelDeCobertura;VL_LIMITE_GARANTIA;VL_PREMIO_LIQUIDO;PE_TAXA;VL_SUBVENCAO_FEDERAL;ANO_APOLICE;CD_GEOCMU;VALOR_INDENIZAÇÃO;EVENTO_PREPONDERANTE
Mandaguaçu;PR;Soja;72;2807;1964,9;0,70;56472;4922,88;0,0872;2461,44;2011;4114104;29399,32; SECA
Entre-Ijuís;RS;Soja;90;2800;1400;0,50;71350,2;7127,26;0,0999;3563,63;2011;4306932;61325,50; SECA
Barbosa Ferraz;PR;Soja;19;3175;2222,5;0,70;14705,91;1102,94;0,0750;551,47;2011;4102505;8772,80; SECA
Corbélia;PR;Soja;72;3610;2527;0,70;70921,8;4825,76;0,0680;2412,88;2011;4106308;32172,71; GRANIZO
Ponta Porã;MS;Soja;179;3000;1800;0,60;170996,91;11895,43;0,0696;5947,72;2011;5006606;31531,83; SECA
Coronel Vivida;PR;Soja;23;3044;1826,4;0,60;19693,89;1143,1;0,0580;571,55;2011;4106506;5854,95; SECA
Toledo;PR;Soja;22;3359;2351,3;0,70;20885,94;1518,77;0,0727;759,39;2011;4127700;7186,96; SECA
Mariópolis;PR;Soja;60;3166;2216,2;0,70;49017;3234,05;0,0660;1617,03;2011;4115309;30434,66; SECA
Santo Ângelo;RS;Soja;230;2400;1200;0,50;178020;19562,85;0,1099;9781,43;2011;4317509;150142,07; SECA
Santo Ângelo;RS;Milho 1ª safra;143;5702;2851;0,50;164946,87;15992,67;0,0970;7996,34;2011;4317509;91988,66; SECA
Coronel Vivida;PR;Soja;48;2884;2018,8;0,70;38986,2;2923,96;0,0750;1461,98;2011;4106506;12721,20; SECA
Coronel Vivida;PR;Soja;85;3044;1826,4;0,60;66491,25;3859,38;0,0580;1929,69;2011;4106506;27478,17; SECA
Ibirubá;RS;Soja;31;2800;1680;0,60;21954,82;2579,69;0,1175;1289,85;2011;4310009;8229,28; SECA
Ibirubá;RS;Soja;65;2700;1620;0,60;49019,75;5759,82;0,1175;2879,91;2011;4310009;45995,23; SECA
Três Barras do Paraná;PR;Soja;38;3000;2100;0,70;37635,2;2736,73;0,0727;1368,37;2011;4127858;11934,12; SECA
Três Barras do Paraná;PR;Milho 1ª safra;15;6545;4581,5;0,70;21304,73;1245,86;0,0585;622,93;2011;4127858;6894,18; SECA
Brasilândia do Sul;PR;Soja;157;3182;0;0,00;160966,4;19733,45;0,1226;9866,73;2011;4103370;94646,32; SECA
Brasilândia do Sul;PR;Soja;238;3182;2068,3;0,65;200229,88;12666,71;0,0633;6333,36;2011;4103370;91885,27; GRANIZO
Assis Chateaubriand;PR;Soja;38;2977;2083,9;0,70;33291,34;2420,85;0,0727;1210,43;2011;4102000;25451,02; SECA
Palotina;PR;Soja;225;3000;1800;0,60;210467,3;16379,84;0,0778;8189,92;2011;4117909;124513,59; SECA
Palotina;PR;Soja;87;3101;2170,7;0,70;97774,78;8268,34;0,0846;4134,17;2011;4117909;43263,71; SECA
Toledo;PR;Soja;640;3359;2351,3;0,70;487696;35463,98;0,0727;17731,99;2011;4127700;211445,31; GRANIZO
Nova Aurora;PR;Soja;150;2948;1916,2;0,65;147330;9528,4;0,0647;4764,2;2011;4116703;20699,87; SECA
Perobal;PR;Soja;72;2637;1582,2;0,60;64335,24;4461,5;0,0693;2230,75;2011;4118857;39267,87; SECA
Brasilândia do Sul;PR;Soja;9;3066;1992,9;0,65;8537,76;540,1;0,0633;270,05;2011;4103370;1682,79; SECA
Tupãssi;PR;Soja;32;3326;0;0,00;27532,87;5077,14;0,1844;2538,57;2011;4127957;20141,80; SECA
Assis Chateaubriand;PR;Soja;13;2977;1935,05;0,65;11078,9;637,03;0,0575;318,52;2011;4102000;5100,73; SECA
Assis Chateaubriand;PR;Soja;96;2977;2083,9;0,70;87448,66;6359,03;0,0727;3179,52;2011;4102000;30152,17; SECA
Laranjeiras do Sul;PR;Soja;20;2940;2058;0,70;16330,09;1111,15;0,0680;555,58;2011;4113304;6644,68; SECA
Nova Cantu;PR;Soja;108;2800;1960;0,70;81118,53;5113,99;0,0630;2557;2011;4116802;20328,30; SECA
Ubiratã;PR;Soja;16;3263;2284,1;0,70;16621,48;1172,53;0,0705;586,27;2011;4128005;8924,04; SECA
Ubiratã;PR;Soja;62;3263;2284,1;0,70;48815,15;3443,59;0,0705;1721,8;2011;4128005;32978,53; SECA
Ponta Porã;MS;Soja;369;2960;1776;0,60;333270,22;23184,01;0,0696;11592,01;2011;5006606;253117,80; SECA
Ouro Verde do Oeste;PR;Soja;60;3137;2195,9;0,70;52090,34;3385,87;0,0650;1692,94;2011;4117453;33622,28; SECA
Toledo;PR;Soja;46;3359;2351,3;0,70;42471,96;3088,45;0,0727;1544,23;2011;4127700;34916,07; GRANIZO
Juranda;PR;Soja;69;3317;2321,9;0,70;61563,72;4342,91;0,0705;2171,46;2011;4112959;42762,35; GRANIZO
Fortaleza dos Valos;RS;Soja;173;3000;1500;0,50;130000;9100;0,0700;4550;2011;4308458;63676,34; SECA
Dourados;MS;Soja;40;2579;1547,4;0,60;34457,2;2681,66;0,0778;1340,83;2011;5003702;16019,15; SECA
Formosa do Oeste;PR;Soja;55;2867;1863,55;0,65;47296,7;6148,57;0,1300;3074,29;2011;4108205;22670,59; SECA
Vera Cruz do Oeste;PR;Soja;20;3153;2207,1;0,70;15630,1;1136,58;0,0727;568,29;2011;4128559;8740,30; GRANIZO
Cambé;PR;Milho 2ª safra;18;3500;2100;0,60;14378,4;2028,6;0,1411;1420,02;2011;4103701;1624,76; GEADA
Júlio de Castilhos;RS;Soja;132;3000;1500;0,50;107184;7502,88;0,0700;3751,44;2011;4311205;30337,24; SECA
Ponta Porã;MS;Soja;83;3000;1800;0,60;78292,71;5446,44;0,0696;2723,22;2011;5006606;54436,59; SECA
Ponta Porã;MS;Soja;467;3000;1800;0,60;440514,42;30644,48;0,0696;15322,24;2011;5006606;305844,55; SECA
Doutor Camargo;PR;Milho 2ª safra;90;3600;1980;0,55;71085,65;8545,73;0,1202;5982,01;2011;4107306;50982,59; GEADA
Ivatuba;PR;Milho 2ª safra;115;3600;1980;0,55;85662,7;10009,5;0,1168;7006,65;2011;4111605;27960,19; GEADA
Santa Helena;PR;Soja;16;2959;2071,3;0,70;13082,84;1104,93;0,0845;552,47;2011;4123501;9110,81; SECA
Espumoso;RS;Soja;73;2800;1400;0,50;45698;3357,8;0,0735;1678,9;2011;4307500;7097,46; SECA
Santa Fé;PR;Soja;163;2678;1606,8;0,60;143068,83;11865,38;0,0829;5932,69;2011;4123402;16745,11; SECA
Independência;RS;Soja;100;2400;1320;0,55;81400;7564,89;0,0929;3782,45;2011;4310405;49580,74; SECA
Marechal Cândido Rondon;PR;Soja;45;2894;2025,8;0,70;39406,33;2865,52;0,0727;1432,76;2011;4114609;26113,85; SECA
Goioerê;PR;Soja;48;3050;2135;0,70;60060,05;4086,69;0,0680;2043,35;2011;4108601;25087,38; SECA
Jacuizinho;RS;Soja;193;2775;1665;0,60;132352,95;14141,62;0,1068;7070,81;2011;4310876;56732,17; SECA
Marialva;PR;Soja;34;2728;1909,6;0,70;27353,05;2274,46;0,0832;1137,23;2011;4114807;10537,34; SECA
Chapada;RS;Milho 1ª safra;8;8000;4800;0,60;12769,33;1687,77;0,1322;843,89;2011;4305306;9896,19; SECA
Chapada;RS;Soja;52;3000;1800;0,60;43237,49;4873,61;0,1127;2436,81;2011;4305306;23975,18; SECA
Fênix;PR;Soja;24;3175;2222,5;0,70;25619,56;1921,46;0,0750;960,73;2011;4107702;13953,75; SECA
Cambé;PR;Trigo;130;2386;1431,6;0,60;16021,75;15158,64;0,9461;10611,05;2011;4103701;91904,29; GEADA
Vila Nova;PR;Soja;44;3359;2351,3;0,70;33442,62;2431,86;0,0727;1215,93;2011;4127700;22373,07; SECA
Ciríaco;RS;Milho 1ª safra;20;6100;3050;0,50;22559,21;1883,2;0,0835;941,6;2011;4305504;18606,83; SECA
Maracaju;MS;Soja;400;3000;1800;0,60;343134,64;17641,59;0,0514;8820,8;2011;5005400;220530,94; SECA
Braganey;PR;Soja;12;3318;2322,6;0,70;10933,59;667,89;0,0611;333,95;2011;4103354;5546,59; SECA
Santo Antônio do Paraíso;PR;Trigo;15;2106;1263,6;0,60;8670,3;1367,45;0,1577;957,22;2011;4124301;4678,49; GEADA
Tupanciretã;RS;Soja;398;2200;1100;0,50;356313,49;39155,75;0,1099;19577,88;2011;4322202;242328,14; SECA
Fátima do Sul;MS;Soja;30;3000;1650;0,55;29461,14;2539,42;0,0862;1269,71;2011;5003801;18737,09; SECA
Barbosa Ferraz;PR;Soja;34;3175;2222,5;0,70;29867,35;2240,05;0,0750;1120,03;2011;4102505;11209,17; SECA
Canoinhas;SC;Milho 1ª safra;51;8000;5200;0,65;80671,8;11495,73;0,1425;5747,87;2011;4203808;27238,12; SECA
Palotina;PR;Soja;20;3101;2170,7;0,70;19450,88;1644,86;0,0846;822,43;2011;4117909;10974,10; SECA
Bom Sucesso do Sul;PR;Milho 1ª safra;36;8882;5773,3;0,65;51329,16;2605,51;0,0508;1302,76;2011;4103222;17970,34; SECA
Bom Sucesso do Sul;PR;Soja;48;2889;2022,3;0,70;39390,24;2517,55;0,0639;1258,78;2011;4103222;10321,76; SECA
Pato Branco;PR;Milho 1ª safra;30;7646;4969,9;0,65;43954,8;2231,18;0,0508;1115,59;2011;4118501;13001,83; SECA
Silveira Martins;RS;Soja;60;2600;1300;0,50;57941,18;3690,6;0,0637;1845,3;2011;4320651;14322,97; SECA
Ribas do Rio Pardo;MS;Soja;250;2793;0;0,00;245049,8;32600,42;0,1330;16300,21;2011;5007109;194058,09; SECA
São Luiz Gonzaga;RS;Soja;148;2000;1000;0,50;122302,76;12216,98;0,0999;6108,49;2011;4318903;69027,68; SECA
Medianeira;PR;Soja;40;3465;2425,5;0,70;44483;3234,68;0,0727;1617,34;2011;4115804;21695,37; SECA
Marechal Cândido Rondon;PR;Soja;34;2894;2025,8;0,70;30431,14;2212,87;0,0727;1106,44;2011;4114609;9283,25; SECA
Nova Santa Rosa;PR;Soja;32;3200;2240;0,70;29600;2413,04;0,0815;1206,52;2011;4117222;19657,68; SECA
Terra Roxa;PR;Soja;17;2807;1824,55;0,65;18760,3;2063,63;0,1100;1031,82;2011;4127403;11021,61; SECA
Guaíra;PR;Soja;96;2772;1801,8;0,65;87445,36;10493,44;0,1200;5246,72;2011;4108809;45191,31; SECA
Três Barras do Paraná;PR;Soja;63;3000;2100;0,70;59664,1;4338,61;0,0727;2169,31;2011;4127858;38386,66; SECA
Brasilândia do Sul;PR;Soja;401;3198;2078,7;0,65;338704;21426,7;0,0633;10713,35;2011;4103370;119683,36; SECA
Brasilândia do Sul;PR;Milho 2ª safra;217;2520;1386;0,55;196319;42571,34;0,2168;29799,94;2011;4103370;60622,92; GEADA
Assis Chateaubriand;PR;Soja;44;2977;2083,9;0,70;36176,47;2630,65;0,0727;1315,33;2011;4102000;22631,93; SECA
Assis Chateaubriand;PR;Soja;56;2977;2083,9;0,70;50784,1;3692,88;0,0727;1846,44;2011;4102000;34456,67; SECA
Iporã;PR;Soja;137;2409;1686,3;0,70;110841,22;7758,88;0,0700;3879,44;2011;4110607;78485,13; SECA
Formosa do Oeste;PR;Soja;102;2637;1582,2;0,60;87257,95;6051,14;0,0693;3025,57;2011;4108205;34213,84; SECA
Formosa do Oeste;PR;Soja;22;2867;1863,55;0,65;17348,32;2255,28;0,1300;1127,64;2011;4108205;7626,63; SECA
São Jorge do Ivaí;PR;Soja;109;2636;1581,6;0,60;102444,25;7583,1;0,0740;3791,55;2011;4125308;46925,49; SECA
São Miguel do Iguaçu;PR;Soja;44;3245;2109,25;0,65;40444,58;3437,78;0,0850;1718,89;2011;4125704;27607,32; SECA
São Miguel do Iguaçu;PR;Soja;47;3245;2109,25;0,65;37761,68;3209,74;0,0850;1604,87;2011;4125704;21778,49; SECA
Boa Vista do Cadeado;RS;Soja;225;2700;1350;0,50;159007,5;14639,06;0,0921;7319,53;2011;4302220;33403,51; SECA
Milagres do Maranhão;MA;Soja;520;3242;0;0,00;621842;69341,45;0,1115;34670,73;2011;2106672;218305,93; SECA
Barbosa Ferraz;PR;Soja;23;3175;2222,5;0,70;20284,22;1521,31;0,0750;760,66;2011;4102505;10298,24; SECA
Taciba;SP;Soja;242;2981;2086,7;0,70;256506,45;23001,93;0,0897;11500,97;2011;3552908;44354,73; SECA
Santa Helena;PR;Milho 2ª safra;211;2805;1542,75;0,55;188115,05;23616,61;0,1255;16531,63;2011;4123501;77979,71; GEADA
Medianeira;PR;Soja;211;2959;2071,3;0,70;191523,23;16175,38;0,0845;8087,69;2011;4115804;82211,84; SECA
Terra Roxa;PR;Soja;83;2807;1824,55;0,65;81504,9;8965,53;0,1100;4482,77;2011;4127403;47235,90; SECA
Tapejara;RS;Milho 1ª safra;50;7000;4900;0,70;59757;13010,13;0,2177;6505,07;2011;4320909;9758,32; SECA
Doutor Camargo;PR;Soja;79;3150;2205;0,70;68587,49;5144,06;0,0750;2572,03;2011;4107306;33904,70; SECA
Tuneiras do Oeste;PR;Soja;121;2575;1802,5;0,70;117492,82;10868,08;0,0925;5434,04;2011;4127908;65776,73; SECA
Frutal;MG;Soja;100;2901;1740,6;0,60;115186;7962,85;0,0691;3981,43;2011;3127107;51983,44; SECA
Ponta Porã;MS;Soja;130;3000;1800;0,60;122627,14;8530,58;0,0696;4265,29;2011;5006606;86513,13; SECA
Ponta Porã;MS;Soja;100;3000;1800;0,60;85799;5968,62;0,0696;2984,31;2011;5006606;49471,70; SECA
Ponta Porã;MS;Milho 2ª safra;90;2880;1440;0,50;69738,3;13606,54;0,1951;9524,58;2011;5006606;23480,89; GEADA
Ponta Porã;MS;Soja;41;3000;3000;1,00;68845,31;4940,95;0,0718;2470,48;2011;5006606;25419,09; SECA
Coronel Vivida;PR;Milho 1ª safra;100;6156;4001,4;0,65;133104,8;6756,51;0,0508;3378,26;2011;4106506;8147,96; SECA
Bom Sucesso do Sul;PR;Soja;15;2889;2889;1,00;12254,25;1887,36;0,1540;943,68;2011;4103222;8097,66; SECA
Bom Sucesso do Sul;PR;Milho 1ª safra;15;8882;5773,3;0,65;21977,4;1115,59;0,0508;557,8;2011;4103222;9109,63; SECA
Presidente Castelo Branco;PR;Soja;24;3000;1800;0,60;22115,04;2007,18;0,0908;1003,59;2011;4120408;12974,89; SECA
Japurá;PR;Soja;23;3033;1516,5;0,50;20795,5;1141,49;0,0549;570,75;2011;4112405;5491,99; SECA
Japurá;PR;Soja;15;3033;1819,8;0,60;13301,51;1017,85;0,0765;508,93;2011;4112405;6590,82; SECA
Santa Terezinha de Itaipu;PR;Soja;150;3104;2017,6;0,65;147973,06;15537,17;0,1050;7768,59;2011;4124053;97982,19; SECA
Santa Terezinha de Itaipu;PR;Soja;33;3104;2017,6;0,65;32648,83;3428,12;0,1050;1714,06;2011;4124053;13119,93; SECA
Santa Terezinha de Itaipu;PR;Soja;9;3245;2109,25;0,65;9548,09;811,58;0,0850;405,79;2011;4124053;5044,24; SECA
São Miguel do Iguaçu;PR;Soja;168;3245;2109,25;0,65;162460,77;13809,16;0,0850;6904,58;2011;4125704;3362,91; SECA
Ibiporã;PR;Milho 2ª safra;40;3361;2016,6;0,60;33291,2;4696,95;0,1411;3287,87;2011;4109807;21895,62; GEADA
Boa Esperança;PR;Soja;131;3256;2279,2;0,70;120846,2;8524,91;0,0705;4262,46;2011;4103008;47770,50; SECA
Assis Chateaubriand;PR;Soja;72;2977;2083,9;0,70;57762,01;4200,3;0,0727;2100,15;2011;4102000;10102,45; SECA
Palotina;PR;Soja;49;3101;2170,7;0,70;49452,24;4181,93;0,0846;2090,97;2011;4117909;27743,99; SECA
Palotina;PR;Soja;82;3101;2170,7;0,70;77004;6511,86;0,0846;3255,93;2011;4117909;62858,37; SECA
Pato Branco;PR;Milho 1ª safra;29;7646;4969,9;0,65;39372,95;1998,6;0,0508;999,3;2011;4118501;13997,00; SECA
Itapejara d'Oeste;PR;Soja;22;2762;1657,2;0,60;18756,8;713,57;0,0380;356,79;2011;4111209;7835,38; SECA
Toledo;PR;Milho 1ª safra;28;8020;5213;0,65;37336,16;1895,21;0,0508;947,61;2011;4127700;3602,93; SECA
Laranjeiras do Sul;PR;Soja;14;2940;2058;0,70;11647,41;792,53;0,0680;396,27;2011;4113304;5954,21; SECA
Laranjeiras do Sul;PR;Soja;42;2940;2058;0,70;34311,9;2334,7;0,0680;1167,35;2011;4113304;21745,88; SECA
Três Barras do Paraná;PR;Milho 1ª safra;5;6545;4581,5;0,70;7006,5;409,73;0,0585;204,87;2011;4127858;2002,41; SECA
São Miguel do Iguaçu;PR;Soja;75;3245;2109,25;0,65;72990,69;6204,2;0,0850;3102,1;2011;4125704;47699,22; SECA
Santa Helena;PR;Milho 1ª safra;3;7040;4224;0,60;3529,8;131,98;0,0374;65,99;2011;4123501;2666,30; SECA
Santa Helena;PR;Soja;161;2959;1923,35;0,65;135716,46;8954,33;0,0660;4477,17;2011;4123501;96506,90; SECA
Palotina;PR;Soja;460;3101;2170,7;0,70;436297,88;36895,62;0,0846;18447,81;2011;4117909;136142,66; SECA
Vera Cruz do Oeste;PR;Soja;72;3153;2207,1;0,70;63160;4592,83;0,0727;2296,42;2011;4128559;36785,80; SECA
Mandaguaçu;PR;Milho 2ª safra;42;2866;1576,3;0,55;35882,65;4438,52;0,1237;3106,96;2011;4114104;24568,60; GEADA
Pontão;RS;Milho 1ª safra;30;7000;3500;0,50;34274,1;3144,27;0,0917;1572,14;2011;4314779;11433,84; SECA
Selbach;RS;Milho 1ª safra;14;7000;4200;0,60;16480,94;1965,17;0,1192;982,59;2011;4320305;15401,44; SECA
Eugênio de Castro;RS;Soja;79;2150;1075;0,50;64391,07;7076,01;0,1099;3538,01;2011;4307831;35556,45; SECA
Londrina;PR;Trigo;150;2450;1470;0,60;112762,5;17711,06;0,1571;12397,74;2011;4113700;82861,26; GEADA
São João do Ivaí;PR;Soja;31;3355;2348,5;0,70;26449,2;1615,7;0,0611;807,85;2011;4125001;12023,47; SECA
São João do Ivaí;PR;Milho 2ª safra;33;3000;1800;0,60;26548,5;3881,27;0,1462;2716,89;2011;4125001;4607,94; GEADA
Cruz Alta;RS;Soja;210;3000;1500;0,50;150000;11021,73;0,0735;5510,87;2011;4306106;69799,44; SECA
Maringá;PR;Soja;74;2990;2093;0,70;72525,99;7173,76;0,0989;3586,88;2011;4115200;48418,03; SECA
Peabiru;PR;Milho 1ª safra;19;6640;3984;0,60;24089,42;900,73;0,0374;450,37;2011;4118808;4591,43; SECA
Peabiru;PR;Soja;77;3510;2457;0,70;66321,53;4974,11;0,0750;2487,06;2011;4118808;11991,82; SECA
São Pedro do Ivaí;PR;Soja;135;2940;2058;0,70;133562,6;9146,13;0,0685;4573,07;2011;4125803;20872,02; SECA
Itaporã;MS;Milho 2ª safra;179;3300;1650;0,50;117930,57;21483,87;0,1822;15038,71;2011;5004502;28261,17; GEADA
Itaporã;MS;Soja;172;2900;1740;0,60;164309,88;10340,8;0,0629;5170,4;2011;5004502;110115,00; SECA
Mandaguaçu;PR;Soja;54;2807;1964,9;0,70;46622,88;4064,29;0,0872;2032,15;2011;4114104;38070,93; SECA
Itambé;PR;Soja;66;3043;1977,95;0,65;58511,83;5266,06;0,0900;2633,03;2011;4111100;17563,34; SECA
Guaramirim;SC;Arroz;32;7500;5625;0,75;63458,24;3041,85;0,0479;1520,93;2011;4206504;24748,71; GRANIZO
Tupanciretã;RS;Soja;138;2800;1680;0,60;101453,46;11920,78;0,1175;5960,39;2011;4322202;45575,83; SECA
Ibirubá;RS;Soja;80;2800;1680;0,60;58813,6;6910,59;0,1175;3455,3;2011;4310009;31506,45; SECA
Guaíra;PR;Soja;86;3000;1800;0,60;92124,06;7169,65;0,0778;3584,83;2011;4108809;39752,87; SECA
Palotina;PR;Soja;67;3101;2170,7;0,70;58240,95;4925,15;0,0846;2462,58;2011;4117909;28982,27; SECA
Santa Helena;PR;Soja;72;2959;1923,35;0,65;60705,96;4005,27;0,0660;2002,64;2011;4123501;23140,88; SECA
Jesuítas;PR;Soja;94;3090;3090;1,00;86274,51;12001;0,1391;6000,5;2011;4112751;10799,87; SECA
Medianeira;PR;Soja;34;3465;2425,5;0,70;30288,88;2202,52;0,0727;1101,26;2011;4115804;9122,16; SECA
São Miguel do Iguaçu;PR;Soja;85;3245;2109,25;0,65;81381,77;6917,45;0,0850;3458,73;2011;4125704;47811,66; SECA
Medianeira;PR;Soja;24;3465;2425,5;0,70;21557,85;1567,63;0,0727;783,82;2011;4115804;14894,74; SECA
Ouro Verde do Oeste;PR;Soja;45;3137;2195,9;0,70;44143,43;2869,32;0,0650;1434,66;2011;4117453;26348,42; SECA
Assis Chateaubriand;PR;Soja;224;3315;2154,75;0,65;206763,2;13080,01;0,0633;6540,01;2011;4102000;69694,53; SECA
Ramilândia;PR;Soja;7;2722;1905,4;0,70;7161,02;520,73;0,0727;260,37;2011;4121257;6103,14; SECA
Godoy Moreira;PR;Soja;43;2554;1787,8;0,70;36700;2513,15;0,0685;1256,58;2011;4108551;18885,63; SECA
São Jorge do Ivaí;PR;Milho 2ª safra;16;3120;1716;0,55;13359,7;1845,67;0,1382;1291,97;2011;4125308;7131,33; GEADA
Bom Jesus;SC;Soja;25;2334;1283,7;0,55;21903,13;1504,64;0,0687;752,32;2011;4202537;933,07; SECA
Condor;RS;Soja;138;2500;1500;0,60;78426,09;8839,98;0,1127;4419,99;2011;4305702;37644,19; SECA
Maurilândia;GO;Soja;59;2860;2002;0,70;69444,77;4008,17;0,0577;2004,09;2011;5213004;8847,26; SECA
Maringá;PR;Soja;62;2990;2093;0,70;50600,94;5005,09;0,0989;2502,55;2011;4115200;24491,58; SECA
Primeiro de Maio;PR;Soja;46;2847;1992,9;0,70;37521,06;2414,39;0,0643;1207,2;2011;4120507;24583,78; SECA
Ronda Alta;RS;Milho 1ª safra;20;8000;4000;0,50;23704;2370,4;0,1000;1185,2;2011;4316105;21703,38; SECA
Iracema do Oeste;PR;Milho 2ª safra;72;3300;1650;0,50;60696,87;7580,51;0,1249;5306,36;2011;4110656;12897,07; GEADA
Iracema do Oeste;PR;Soja;84;3090;1854;0,60;78664,2;5728,8;0,0728;2864,4;2011;4110656;36570,63; SECA
Iracema do Oeste;PR;Soja;48;3090;1854;0,60;45438;3309,07;0,0728;1654,54;2011;4110656;14585,52; SECA
Japurá;PR;Soja;24;3058;1987,7;0,65;20333,28;1829,99;0,0900;915;2011;4112405;15544,39; SECA
São Gabriel;RS;Soja;390;2200;1320;0,60;247690;26599,75;0,1074;13299,88;2011;4318309;206869,85; SECA
Chopinzinho;PR;Soja;96;2816;1689,6;0,60;84755,05;6126,31;0,0723;3063,16;2011;4105409;43614,52; SECA
Vitorino;PR;Milho 1ª safra;10;8880;5772;0,65;14345,74;728,2;0,0508;364,1;2011;4128708;6108,40; SECA
Jóia;RS;Soja;59;2150;1075;0,50;46846;5147,96;0,1099;2573,98;2011;4311155;25962,05; SECA
Mangueirinha;PR;Soja;36;2748;1923,6;0,70;30890,51;2038,1;0,0660;1019,05;2011;4114401;23306,66; GEADA
Ampére;PR;Soja;45;2751;1650,6;0,60;28476;2237,84;0,0786;1118,92;2011;4101002;14517,31; SECA
Ramilândia;PR;Soja;48;2722;1905,4;0,70;44786;3256,72;0,0727;1628,36;2011;4121257;17977,09; SECA
Céu Azul;PR;Soja;20;3350;3350;1,00;17841,8;3111,86;0,1744;1555,93;2011;4105300;17010,41; SECA
Assis Chateaubriand;PR;Soja;164;2977;2083,9;0,70;148567,6;10803,44;0,0727;5401,72;2011;4102000;109048,62; GRANIZO
Boa Esperança;PR;Soja;7;3256;2279,2;0,70;6136,59;432,89;0,0705;216,45;2011;4103008;4700,63; SECA
Maracaju;MS;Milho 2ª safra;240;3240;1620;0,50;224335,2;43769,74;0,1951;30638,82;2011;5005400;95245,97; GEADA
São Pedro do Iguaçu;PR;Soja;200;3416;2391,2;0,70;181426,2;12719,55;0,0701;6359,78;2011;4125753;97389,48; SECA
Francisco Alves;PR;Soja;41;2764;1658,4;0,60;34494,62;3059,52;0,0887;1529,76;2011;4108320;18501,91; SECA
Palotina;PR;Soja;21;3101;2170,7;0,70;17202,96;1454,77;0,0846;727,39;2011;4117909;11391,68; SECA
Uvaia;PR;Soja;29;3600;2700;0,75;25074,85;2005,98;0,0800;1002,99;2011;4119905;5905,13; SECA
Naviraí;MS;Soja;459;3000;1800;0,60;331216,93;23041,17;0,0696;11520,59;2011;5005707;165605,98; SECA
Eldorado;MS;Soja;556;2800;1680;0,60;398930;31047,16;0,0778;15523,58;2011;5003751;332257,51; SECA
Tuneiras do Oeste;PR;Soja;41;2575;1802,5;0,70;37541,07;3472,54;0,0925;1736,27;2011;4127908;14358,34; SECA
Ponta Porã;MS;Soja;103;3000;1800;0,60;97230,98;6763,89;0,0696;3381,95;2011;5006606;43218,41; SECA
Kaloré;PR;Soja;65;3000;2100;0,70;50966,65;3689,54;0,0724;1844,77;2011;4113106;19938,44; SECA
Querência do Norte;PR;Soja;421;2678;1472,9;0,55;328378,1;26769,95;0,0815;13384,98;2011;4121000;221956,17; SECA
Santa Cruz de Monte Castelo;PR;Soja;120;2211;1216,05;0,55;93600;6429,91;0,0687;3214,96;2011;4123303;55306,68; SECA
São Lourenço do Oeste;SC;Soja;42;3000;1800;0,60;39381,54;3677,03;0,0934;1838,52;2011;4216909;20630,74; SECA
São Lourenço do Oeste;SC;Milho 1ª safra;21;8000;5600;0,70;31247;5753,52;0,1841;2876,76;2011;4216909;16023,44; SECA
Herveira;PR;Soja;8;3218;2252,6;0,70;7295,04;514,61;0,0705;257,31;2011;4103909;603,29; SECA
Verê;PR;Soja;132;2894;2025,8;0,70;110379,72;8650,41;0,0784;4325,21;2011;4128609;16821,53; SECA
Verê;PR;Milho 1ª safra;101;6545;3927;0,60;144975,19;5420,81;0,0374;2710,41;2011;4128609;56167,25; SECA
Verê;PR;Trigo;132;1750;1050;0,60;417136,6;15330,75;0,0368;10731,53;2011;4128609;43204,73; GRANIZO
Céu Azul;PR;Soja;34;3660;3660;1,00;72463,75;5769,86;0,0796;2884,93;2011;4105300;26544,52; SECA
Assis Chateaubriand;PR;Soja;27;2977;2083,9;0,70;23023;1674,17;0,0727;837,09;2011;4102000;8462,79; SECA
Assis Chateaubriand;PR;Soja;33;2977;2083,9;0,70;28545;2075,71;0,0727;1037,86;2011;4102000;12332,74; SECA
Vila Nova;PR;Soja;29;3359;2351,3;0,70;26405,39;1920,13;0,0727;960,07;2011;4127700;16453,19; SECA
Dourados;MS;Soja;86;2800;0;0,00;134422,27;10125,72;0,0753;5062,86;2011;5003702;54151,04; SECA
Vera Cruz do Oeste;PR;Soja;38;3153;2207,1;0,70;37636,09;2736,79;0,0727;1368,4;2011;4128559;24538,69; SECA
Bela Vista do Paraíso;PR;Soja;39;2847;1992,9;0,70;33800;2174,95;0,0643;1087,48;2011;4102802;19816,34; INUNDAÇÃO/TROMBA D´ÁGUA
Bela Vista do Paraíso;PR;Soja;51;2627;1838,9;0,70;44500;2863,47;0,0643;1431,74;2011;4102802;23811,12; INUNDAÇÃO/TROMBA D´ÁGUA
Primeiro de Maio;PR;Soja;65;2847;1992,9;0,70;57000;3667,82;0,0643;1833,91;2011;4120507;37740,88; INUNDAÇÃO/TROMBA D´ÁGUA
Mamborê;PR;Soja;121;3191;2233,7;0,70;102074,2;6834,53;0,0670;3417,27;2011;4114005;377,00; GRANIZO
